id,call_number,borough_id,city,state_code,state_name,name,freebase_topic_id,floor_plans,public_notes,nondisplay_notes,phpbbno,created,modified,deleted,deleted_date
17922,YR.3176.MH,MH,Manhattan,NY,New York,Hotel Westbury,"",1,"","",0,,,0,
17923,YR.3177.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17924,YR.3178.MH,MH,Manhattan,NY,New York,Carriage House Hotel,"",1,"","",0,,,0,
17925,YR.3179.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17926,YR.3181.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17927,YR.3182.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17928,YR.3183.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17929,YR.3184.MH,MH,Manhattan,NY,New York,Gouverneur Gardens,"",1,"","",96,,,0,
17930,YR.3185.MH,MH,Manhattan,NY,New York,Grosvenor House,"",1,"","",0,,,0,
17931,YR.3186.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17932,YR.3187.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17933,YR.3188.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17934,YR.3189.MH,MH,Manhattan,NY,New York,Stanwick,"",1,"","",0,,,0,
17935,YR.3190.MH,MH,Manhattan,NY,New York,Shelburne-Murray Hill,"",0,"Interior Décor: Shaw and Draper, Inc.","",0,,,0,
17936,YR.3191.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17937,YR.3192.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17938,YR.3193.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17939,YR.3194.MH,MH,Manhattan,NY,New York,"","",1,"","",57,,,0,
17940,YR.3195.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17941,YR.3196.MH,MH,Manhattan,NY,New York,Hyde Park,"",1,"","",0,,,0,
17942,YR.3197.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17943,YR.3198.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17944,YR.3199.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17945,YR.4000.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17946,YR.4001.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17947,YR.4002.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
17948,YR.4003.MH,MH,Manhattan,NY,New York,Hampton House,"",1,"","",0,,,0,
17949,YR.4004.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17950,YR.4005.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17951,YR.4006.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17952,YR.4007.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17953,YR.4008.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17954,YR.4010.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17955,YR.4011.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17956,YR.4012.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17957,YR.4013.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17958,YR.4014.MH,MH,Manhattan,NY,New York,Lowell,"",1,"","",0,,,0,
17959,YR.4015.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17960,YR.4016.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17961,YR.4017.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17962,YR.4018.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17963,YR.4020.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17964,YR.4021.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17965,YR.4023.MH,MH,Manhattan,NY,New York,Campanile Apartments,"",1,"","",0,,,0,
17966,YR.4024.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17967,YR.4025.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17968,YR.4026.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17969,YR.4027.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17970,YR.4028.MH,MH,Manhattan,NY,New York,Calumet Apartments,"",1,"","",0,,,0,
17971,YR.4029.MH,MH,Manhattan,NY,New York,Central Tower,"",1,"","",0,,,0,
17972,YR.4030.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17973,YR.4031.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17974,YR.4032.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17975,YR.4034.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17976,YR.4035.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17977,YR.4036.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
17978,YR.4037.MH,MH,Manhattan,NY,New York,Mayflower-Plymouth,"",1,"","",0,,,0,
17979,YR.4038.MH,MH,Manhattan,NY,New York,Sulgrave,"",1,"","",0,,,0,
17980,YR.4039.MH,MH,Manhattan,NY,New York,Sherry-Netherland,"",1,"","",0,,,0,
17981,YR.4040.MH,MH,Manhattan,NY,New York,The Park 900,"",1,"","",0,,,0,
17982,YR.4041.MH,MH,Manhattan,NY,New York,Chesterfield,"",1,"","",0,,,0,
17983,YR.4042.MH,MH,Manhattan,NY,New York,"Sutton Terrace East, Sutton Terrace North, Sutton Terrace West","",1,"","",0,,,0,
17984,YR.4043.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17985,YR.4044.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17986,YR.4045.MH,MH,Manhattan,NY,New York,"","",0,"","",0,,,0,
17987,YR.4046.MH,MH,Manhattan,NY,New York,Steinway Building,"",1,"","",0,,,0,
17988,YR.4047.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17989,YR.4048.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17990,YR.4049.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17991,YR.4050.MH,MH,Manhattan,NY,New York,Weylin Building,"",1,"","",0,,,0,
17992,YR.4051.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17993,YR.4052.MH,MH,Manhattan,NY,New York,Jewett Building,"",1,"","",0,,,0,
17994,YR.4053.MH,MH,Manhattan,NY,New York,New Federation Building,"",1,"","",0,,,0,
17995,YR.4054.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17996,YR.4055.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17997,YR.4056.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
17998,YR.4057.MH,MH,Manhattan,NY,New York,Fawcett Building,"",1,"","",0,,,0,
17999,YR.4058.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18000,YR.4059.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18001,YR.4060.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18002,YR.4061.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18003,YR.4062.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18004,YR.4063.MH,MH,Manhattan,NY,New York,Waldorf-Astoria Hotel - Astoria Apartments,"",1,"","",0,,,0,
18005,YR.4064.MH,MH,Manhattan,NY,New York,Ritz Tower,"",1,"","",0,,,0,
18006,YR.4065.MH,MH,Manhattan,NY,New York,Russell,"",1,"","",0,,,0,
18007,YR.4066.MH,MH,Manhattan,NY,New York,Essex House,"",1,"","",0,,,0,
18008,YR.4067.MH,MH,Manhattan,NY,New York,Fifth Avenue Hotel,"",1,"","",0,,,0,
18009,YR.4068.MH,MH,Manhattan,NY,New York,Hotel Standish Hall,"",1,"","",0,,,0,
18010,YR.4069.MH,MH,Manhattan,NY,New York,Dorchester,"",1,"","",0,,,0,
18011,YR.4071.MH,MH,Manhattan,NY,New York,Beverly,"",1,"","",0,,,0,
18012,YR.4072.MH,MH,Manhattan,NY,New York,Barclay,"",1,"","",0,,,0,
18013,YR.4073.MH,MH,Manhattan,NY,New York,Hotel Delmonico,"",1,"","",0,,,0,
18014,YR.4074.MH,MH,Manhattan,NY,New York,Peter Cooper,"",1,"","",0,,,0,
18015,YR.4075.MH,MH,Manhattan,NY,New York,Stanhope,"",1,"","",0,,,0,
18016,YR.4076.MH,MH,Manhattan,NY,New York,Hotel Salisbury,"",1,"","",0,,,0,
18017,YR.4077.MH,MH,Manhattan,NY,New York,Harperley Hall,"",1,"","",127,,,0,
18018,YR.4078.MH,MH,Manhattan,NY,New York,Hotel Paris - Paris Apartments and Health Club,"",1,"","",127,,,0,
18019,YR.4079.MH,MH,Manhattan,NY,New York,Westover,"",1,"","",0,,,0,
18020,YR.4080.MH,MH,Manhattan,NY,New York,Apthorp,"",1,"","",0,,,0,
18021,YR.4081.MH,MH,Manhattan,NY,New York,Hotel Alvin,"",1,"","",127,,,0,
18022,YR.4083.MH,MH,Manhattan,NY,New York,"","",0,"","",0,,,0,
18023,YR.4084.MH,MH,Manhattan,NY,New York,Ley Building,"",1,"","",0,,,0,
18024,YR.4085.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18025,YR.4086.MH,MH,Manhattan,NY,New York,Fuller Building,"",1,"","",0,,,0,
18026,YR.4087.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18027,YR.4088.MH,MH,Manhattan,NY,New York,Fabric Center,"",1,"","",0,,,0,
18028,YR.4089.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18029,YR.4090.MH,MH,Manhattan,NY,New York,Canada House,"",1,"","",0,,,0,
18030,YR.4091.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18031,YR.4092.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18032,YR.4093.MH,MH,Manhattan,NY,New York,Esquire Building,"",1,"","",0,,,0,
18033,YR.4094.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18034,YR.4095.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18036,YR.4097.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18037,YR.4098.MH,MH,Manhattan,NY,New York,Esplanade Gardens,"",1,"","",118,,,0,
18038,YR.4099.MH,MH,Manhattan,NY,New York,East Midtown Plaza,"",1,"","",0,,,0,
18039,YR.4100.MH,MH,Manhattan,NY,New York,Columbus House,"",1,"","",0,,,0,
18040,YR.4101.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18041,YR.4102.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18042,YR.4103.MH,MH,Manhattan,NY,New York,2 Grand Central Tower,"",1,"","",0,,,0,
18043,YR.4104.MH,MH,Manhattan,NY,New York,Waterside,"",1,"","",0,,,0,
18044,YR.4105.MH,MH,Manhattan,NY,New York,Crown Building,"",0,"","",0,,,0,
18045,YR.4106.MH,MH,Manhattan,NY,New York,Alwyn Court,"",1,"","",0,,,0,
18046,YR.4107.MH,MH,Manhattan,NY,New York,Metro North Plaza,"",0,"","",0,,,0,
18047,YR.4108.MH,MH,Manhattan,NY,New York,Tryon Gardens,"",1,"","",91,,,0,
18048,YR.4109.MH,MH,Manhattan,NY,New York,Sutton Terrace East,"",1,"","",0,,,0,
18049,YR.4110.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18050,YR.4111.MH,MH,Manhattan,NY,New York,Memphis,"",0,Map on verso of business card.,"",0,,,0,
18051,YR.4112.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18052,YR.4113.MH,MH,Manhattan,NY,New York,"","",0,Piece includes handwritten notes from previous owners.,"",0,,,0,
18053,YR.4114.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18054,YR.4115.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18055,YR.4116.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18056,YR.4117.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18057,YR.4118.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18058,YR.4119.MH,MH,Manhattan,NY,New York,Stewart Hall,"",1,"","",0,,,0,
18060,YR.4121.MH,MH,Manhattan,NY,New York,Rhinelander,"",1,"","",0,,,0,
18061,YR.4122.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18062,YR.4123.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18063,YR.4124.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18064,YR.4125.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18065,YR.4126.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18066,YR.4127.MH,MH,Manhattan,NY,New York,"","",0,Brochure never folded.,"",0,,,0,
18067,YR.4128.MH,MH,Manhattan,NY,New York,McAlpin House,"",1,"","",0,,,0,
18068,YR.4129.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18069,YR.4130.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18070,YR.4131.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18071,YR.4132.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18072,YR.4133.MH,MH,Manhattan,NY,New York,Chelsea Mews,"",1,"","",0,,,0,
18073,YR.4134.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18074,YR.4135.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18075,YR.4136.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18076,YR.4137.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18077,YR.4138.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18078,YR.4139.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18079,YR.4140.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18080,YR.4141.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18081,YR.4142.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18082,YR.4143.MH,MH,Manhattan,NY,New York,RiverBank South,"",1,"","",0,,,0,
18083,YR.4144.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18084,YR.4145.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18085,YR.4146.MH,MH,Manhattan,NY,New York,"","",1,"","",127,,,0,
18086,YR.4147.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18087,YR.4148.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18088,YR.4149.MH,MH,Manhattan,NY,New York,Beta North,"",1,"","",0,,,0,
18089,YR.4150.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18090,YR.4151.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18091,YR.4152.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18092,YR.4153.MH,MH,Manhattan,NY,New York,Securitad,"",1,"","",0,,,0,
18093,YR.4154.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18094,YR.4155.MH,MH,Manhattan,NY,New York,Madison Park Apartments,"",1,"","",0,,,0,
18095,YR.4156.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18096,YR.4157.MH,MH,Manhattan,NY,New York,Beta House,"",1,"","",0,,,0,
18097,YR.4158.MH,MH,Manhattan,NY,New York,Ruppert House,"",1,"","",0,,,0,
18098,YR.4159.MH,MH,Manhattan,NY,New York,Gramercy Towers,"",1,"","",0,,,0,
18099,YR.4160.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18100,YR.4161.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18101,YR.4163.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18102,YR.4164.MH,MH,Manhattan,NY,New York,Grammy,"",1,"","",0,,,0,
18103,YR.4165.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18104,YR.4166.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18105,YR.4167.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18106,YR.4168.MH,MH,Manhattan,NY,New York,Bakerfield Apartments,"",1,"","",0,,,0,
18107,YR.4169.MH,MH,Manhattan,NY,New York,"Tudor City - Prospect Tower, The Manor, The Cloister, The Hermitage, Tudor Tower, Woodstock Tower, Essex House, Windsor Tower, Haddon Hall, Hardwicke Hall, Hatfield House, Hotel Tudor","",1,"","",0,,,0,
18108,YR.4171.MH,MH,Manhattan,NY,New York,Maritime Exchange Building,"",1,"","",127,,,0,
18109,YR.4172.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18110,YR.4173.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18111,YR.4174.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18112,YR.4175.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18113,YR.4176.MH,MH,Manhattan,NY,New York,River House,"",1,"","",0,,,0,
18114,YR.4177.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18115,YR.4178.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18116,YR.4179.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18117,YR.4180.MH,MH,Manhattan,NY,New York,Soho Grand,"",1,"","",0,,,0,
18118,YR.4181.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18119,YR.4182.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18120,YR.4183.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18121,YR.4184.MH,MH,Manhattan,NY,New York,St. Martin's Tower,"",1,"","",89,,,0,
18122,YR.4186.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18123,YR.4187.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18124,YR.4188.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18125,YR.4189.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18126,YR.4190.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18127,YR.4191.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18128,YR.4192.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18129,YR.4193.MH,MH,Manhattan,NY,New York,Grand Central Building,"",1,"","",0,,,0,
18130,YR.4194.MH,MH,Manhattan,NY,New York,Hotel Wales,"",1,"","",0,,,0,
18131,YR.4195.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18132,YR.4196.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18133,YR.4197.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18134,YR.4198.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18135,YR.4199.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18136,YR.4200.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18137,YR.4201.MH,MH,Manhattan,NY,New York,Congress House,"",1,"","",0,,,0,
18138,YR.4202.MH,MH,Manhattan,NY,New York,Hilary Gardens,"",1,"","",127,,,0,
18139,YR.4203.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18140,YR.4204.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18141,YR.4205.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18142,YR.4206.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18143,YR.4207.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18144,YR.4208.MH,MH,Manhattan,NY,New York,Chatham Towers,"",1,"","",0,,,0,
18145,YR.4209.MH,MH,Manhattan,NY,New York,Eastwinds,"",1,"","",0,,,0,
18146,YR.4210.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18147,YR.4211.MH,MH,Manhattan,NY,New York,Two Penn Plaza,"",1,"","",0,,,0,
18148,YR.4212.MH,MH,Manhattan,NY,New York,Bindery,"",1,"","",0,,,0,
18149,YR.4213.MH,MH,Manhattan,NY,New York,Atrium,"",1,"","",69,,,0,
18150,YR.4214.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18151,YR.4215.MH,MH,Manhattan,NY,New York,Clinton Towers,"",1,"","",0,,,0,
18152,YR.4216.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18153,YR.4217.MH,MH,Manhattan,NY,New York,Villager,"",1,"","",0,,,0,
18154,YR.4218.MH,MH,Manhattan,NY,New York,Petersfield,"",1,"","",0,,,0,
18155,YR.4219.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18156,YR.4220.MH,MH,Manhattan,NY,New York,One Madison Square Plaza,"",1,"","",0,,,0,
18157,YR.4221.MH,MH,Manhattan,NY,New York,Parc 77,"",1,"","",0,,,0,
18158,YR.4222.MH,MH,Manhattan,NY,New York,Astor Apartments,"",1,"","",0,,,0,
18159,YR.4223.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18160,YR.4224.MH,MH,Manhattan,NY,New York,Broadmoor in Chelsea,"",1,"","",0,,,0,
18161,YR.4225.MH,MH,Manhattan,NY,New York,Embassy Tower,"",1,"","",0,,,0,
18162,YR.4226.MH,MH,Manhattan,NY,New York,Westerly,"",1,"","",0,,,0,
18163,YR.4227.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18164,YR.4228.MH,MH,Manhattan,NY,New York,Borchard,"",1,"","",0,,,0,
18165,YR.4229.MH,MH,Manhattan,NY,New York,Laundry,"",1,"","",0,,,0,
18166,YR.4230.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18167,YR.4231.MH,MH,Manhattan,NY,New York,Corniche,"",1,"","",0,,,0,
18168,YR.4232.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18169,YR.4233.MH,MH,Manhattan,NY,New York,Bettina Tower,"",1,"","",0,,,0,
18170,YR.4234.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18171,YR.4235.MH,MH,Manhattan,NY,New York,Buxley,"",1,"","",0,,,0,
18172,YR.4236.MH,MH,Manhattan,NY,New York,Grace House,"",1,"","",0,,,0,
18173,YR.4237.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18174,YR.4238.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18175,YR.4239.MH,MH,Manhattan,NY,New York,"","",0,"","",0,,,0,
18176,YR.4240.MH,MH,Manhattan,NY,New York,Village East,"",1,"","",0,,,0,
18177,YR.4241.MH,MH,Manhattan,NY,New York,Laurence Tower,"",1,"","",0,,,0,
18178,YR.4242.MH,MH,Manhattan,NY,New York,Townsend House,"",1,"","",0,,,0,
18179,YR.4243.MH,MH,Manhattan,NY,New York,Brevoort East,"",1,"","",0,,,0,
18180,YR.4244.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18181,YR.4245.MH,MH,Manhattan,NY,New York,Murray Hill,"",1,"","",0,,,0,
18182,YR.4246.MH,MH,Manhattan,NY,New York,Montclair,"",1,"","",0,,,0,
18183,YR.4247.MH,MH,Manhattan,NY,New York,Finch Apartments,"",1,"","",0,,,0,
18184,YR.4248.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18185,YR.4249.MH,MH,Manhattan,NY,New York,Camargue,"",1,"","",0,,,0,
18186,YR.4250.MH,MH,Manhattan,NY,New York,"","",1,"","",63,,,0,
18187,YR.4251.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18188,YR.4255.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
18189,YR.4260.MH,MH,Manhattan,NY,New York,"","",1,"","",0,,,0,
22591,YR.0001.BX,BX,Bronx,NY,New York,Hillcrest in Riverdale,"",0,"","",0,,,0,
22592,YR.0002.BX,BX,Bronx,NY,New York,Fordham Towers,"",1,"","",0,,,0,
22593,YR.0003.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22594,YR.0004.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22595,YR.0005.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22596,YR.0006.BX,BX,Bronx,NY,New York,Riverdale Park Apartments,"",1,"","",107,,,0,
22597,YR.0007.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22598,YR.0008.BX,BX,Bronx,NY,New York,"","",0,"","",0,,,0,
22599,YR.0009.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22600,YR.0010.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22601,YR.0011.BX,BX,Bronx,NY,New York,"","",0,"","",0,,,0,
22602,YR.0012.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22603,YR.0013.BX,BX,Bronx,NY,New York,Brookshire Hall,"",1,"","",0,,,0,
22604,YR.0014.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22605,YR.0015.BX,BX,Bronx,NY,New York,Astor Arms,"",1,"","",0,,,0,
22606,YR.0016.BX,BX,Bronx,NY,New York,Parkway House,"",1,"","",0,,,0,
22607,YR.0017.BX,BX,Bronx,NY,New York,Bainbridge Towers,"",1,"","",0,,,0,
22608,YR.0018.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22609,YR.0019.BX,BX,Bronx,NY,New York,"","",1,"","",127,,,0,
22610,YR.0020.BX,BX,Bronx,NY,New York,Bedford,"",1,"","",0,,,0,
22611,YR.0021.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22612,YR.0022.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22613,YR.0023.BX,BX,Bronx,NY,New York,Bainbridge Terrace Apartments,"",1,"","",0,,,0,
22614,YR.0024.BX,BX,Bronx,NY,New York,Barker House,"",1,"","",0,,,0,
22615,YR.0025.BX,BX,Bronx,NY,New York,Lind-Ric Apartments,"",1,Limited-Profit Housing Cooperative,"",127,,,0,
22616,YR.0026.BX,BX,Bronx,NY,New York,Gail Towers,"",1,"","",127,,,0,
22617,YR.0027.BX,BX,Bronx,NY,New York,"","",0,"","",0,,,0,
22618,YR.0028.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22619,YR.0029.BX,BX,Bronx,NY,New York,Towne House,"",0,"","",0,,,0,
22620,YR.0030.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22621,YR.0031.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22622,YR.0032.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22623,YR.0033.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22624,YR.0034.BX,BX,Bronx,NY,New York,Deauville Arms,"",1,"","",0,,,0,
22625,YR.0035.BX,BX,Bronx,NY,New York,"","",1,"","",0,,,0,
22626,YR.0036.BX,BX,Bronx,NY,New York,Maura Hall,"",1,"","",0,,,0,
22627,YR.0037.BX,BX,Bronx,NY,New York,Cambridge House,"",0,"","",0,,,0,
22628,YR.0038.BX,BX,Bronx,NY,New York,"","",0,"","",0,,,0,
22629,YR.0039.BX,BX,Bronx,NY,New York,Park Lane,"",1,"","",0,,,0,
22630,YR.0040.BX,BX,Bronx,NY,New York,Van Cortlandt Towers,"",0,"","",127,,,0,
22631,YR.0041.BX,BX,Bronx,NY,New York,Park West Apartments,"",1,"","",0,,,0,
